"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 23 09:52:01 GMT 2024","Wed Oct 23 09:52:01 GMT 2024","313","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Wed Oct 23 09:51:58 GMT 2024","Wed Oct 23 09:51:58 GMT 2024","340","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Wed Oct 23 09:51:28 GMT 2024","Wed Oct 23 09:51:32 GMT 2024","4426","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Wed Oct 23 09:51:57 GMT 2024","Wed Oct 23 09:51:58 GMT 2024","732","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
"passed","Wed Oct 23 09:52:03 GMT 2024","Wed Oct 23 09:52:04 GMT 2024","909","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarListarTodosLivrosComSucesso","testValidarListarTodosLivrosComSucesso()","CE-01 Validar listar todos os livros"
"passed","Wed Oct 23 09:52:02 GMT 2024","Wed Oct 23 09:52:02 GMT 2024","460","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
"passed","Wed Oct 23 09:51:54 GMT 2024","Wed Oct 23 09:51:57 GMT 2024","3131","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Wed Oct 23 09:52:00 GMT 2024","Wed Oct 23 09:52:01 GMT 2024","1017","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
"passed","Wed Oct 23 09:52:02 GMT 2024","Wed Oct 23 09:52:03 GMT 2024","437","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
"passed","Wed Oct 23 09:51:59 GMT 2024","Wed Oct 23 09:52:00 GMT 2024","326","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Wed Oct 23 09:51:32 GMT 2024","Wed Oct 23 09:51:33 GMT 2024","961","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarContratoListBooks","testValidarContratoListBooks()","CE-00 Validar contrato de listar livros"
"passed","Wed Oct 23 09:51:58 GMT 2024","Wed Oct 23 09:51:59 GMT 2024","722","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
"passed","Wed Oct 23 09:52:01 GMT 2024","Wed Oct 23 09:52:02 GMT 2024","417","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Wed Oct 23 09:52:00 GMT 2024","Wed Oct 23 09:52:01 GMT 2024","852","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Wed Oct 23 09:52:03 GMT 2024","Wed Oct 23 09:52:03 GMT 2024","431","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
"passed","Wed Oct 23 09:52:00 GMT 2024","Wed Oct 23 09:52:00 GMT 2024","593","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
