"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 03 09:52:04 GMT 2024","Thu Oct 03 09:52:05 GMT 2024","463","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Thu Oct 03 09:52:06 GMT 2024","Thu Oct 03 09:52:07 GMT 2024","470","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Thu Oct 03 09:51:59 GMT 2024","Thu Oct 03 09:52:00 GMT 2024","589","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
"passed","Thu Oct 03 09:51:27 GMT 2024","Thu Oct 03 09:51:28 GMT 2024","600","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Thu Oct 03 09:52:04 GMT 2024","Thu Oct 03 09:52:04 GMT 2024","748","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
"passed","Thu Oct 03 09:51:23 GMT 2024","Thu Oct 03 09:51:27 GMT 2024","3734","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarContratoListBooks","testValidarContratoListBooks()","CE-00 Validar contrato de listar livros"
"passed","Thu Oct 03 09:52:05 GMT 2024","Thu Oct 03 09:52:06 GMT 2024","742","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
"passed","Thu Oct 03 09:51:57 GMT 2024","Thu Oct 03 09:51:59 GMT 2024","1359","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
"passed","Thu Oct 03 09:52:02 GMT 2024","Thu Oct 03 09:52:03 GMT 2024","476","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Thu Oct 03 09:52:02 GMT 2024","Thu Oct 03 09:52:02 GMT 2024","615","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
"passed","Thu Oct 03 09:51:54 GMT 2024","Thu Oct 03 09:51:57 GMT 2024","3681","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Thu Oct 03 09:51:59 GMT 2024","Thu Oct 03 09:51:59 GMT 2024","596","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
"passed","Thu Oct 03 09:52:06 GMT 2024","Thu Oct 03 09:52:06 GMT 2024","733","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Thu Oct 03 09:52:01 GMT 2024","Thu Oct 03 09:52:02 GMT 2024","475","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Thu Oct 03 09:52:00 GMT 2024","Thu Oct 03 09:52:01 GMT 2024","1283","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarListarTodosLivrosComSucesso","testValidarListarTodosLivrosComSucesso()","CE-01 Validar listar todos os livros"
"passed","Thu Oct 03 09:52:03 GMT 2024","Thu Oct 03 09:52:04 GMT 2024","732","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
