"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 28 09:52:06 GMT 2024","Mon Oct 28 09:52:06 GMT 2024","342","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Mon Oct 28 09:52:08 GMT 2024","Mon Oct 28 09:52:12 GMT 2024","4195","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
"passed","Mon Oct 28 09:52:10 GMT 2024","Mon Oct 28 09:52:11 GMT 2024","437","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
"passed","Mon Oct 28 09:52:08 GMT 2024","Mon Oct 28 09:52:08 GMT 2024","599","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
"passed","Mon Oct 28 09:52:12 GMT 2024","Mon Oct 28 09:52:13 GMT 2024","600","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
"passed","Mon Oct 28 09:52:06 GMT 2024","Mon Oct 28 09:52:07 GMT 2024","649","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
"passed","Mon Oct 28 09:52:13 GMT 2024","Mon Oct 28 09:52:15 GMT 2024","1510","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarListarTodosLivrosComSucesso","testValidarListarTodosLivrosComSucesso()","CE-01 Validar listar todos os livros"
"passed","Mon Oct 28 09:51:37 GMT 2024","Mon Oct 28 09:51:40 GMT 2024","3325","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Mon Oct 28 09:52:13 GMT 2024","Mon Oct 28 09:52:13 GMT 2024","342","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Mon Oct 28 09:52:09 GMT 2024","Mon Oct 28 09:52:09 GMT 2024","318","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Mon Oct 28 09:52:07 GMT 2024","Mon Oct 28 09:52:08 GMT 2024","325","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Mon Oct 28 09:52:10 GMT 2024","Mon Oct 28 09:52:10 GMT 2024","447","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
"passed","Mon Oct 28 09:52:02 GMT 2024","Mon Oct 28 09:52:05 GMT 2024","3200","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Mon Oct 28 09:52:08 GMT 2024","Mon Oct 28 09:52:09 GMT 2024","579","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Mon Oct 28 09:51:40 GMT 2024","Mon Oct 28 09:51:41 GMT 2024","944","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarContratoListBooks","testValidarContratoListBooks()","CE-00 Validar contrato de listar livros"
"passed","Mon Oct 28 09:52:10 GMT 2024","Mon Oct 28 09:52:10 GMT 2024","440","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
