"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 10 15:56:47 GMT 2024","Thu Oct 10 15:56:47 GMT 2024","541","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
"passed","Thu Oct 10 15:56:45 GMT 2024","Thu Oct 10 15:56:45 GMT 2024","663","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Thu Oct 10 15:56:46 GMT 2024","Thu Oct 10 15:56:46 GMT 2024","483","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Thu Oct 10 15:56:48 GMT 2024","Thu Oct 10 15:56:49 GMT 2024","1130","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarListarTodosLivrosComSucesso","testValidarListarTodosLivrosComSucesso()","CE-01 Validar listar todos os livros"
"passed","Thu Oct 10 15:56:43 GMT 2024","Thu Oct 10 15:56:44 GMT 2024","696","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
"passed","Thu Oct 10 15:56:45 GMT 2024","Thu Oct 10 15:56:46 GMT 2024","421","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Thu Oct 10 15:56:46 GMT 2024","Thu Oct 10 15:56:47 GMT 2024","535","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
"passed","Thu Oct 10 15:56:42 GMT 2024","Thu Oct 10 15:56:42 GMT 2024","449","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Thu Oct 10 15:56:06 GMT 2024","Thu Oct 10 15:56:07 GMT 2024","1064","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarContratoListBooks","testValidarContratoListBooks()","CE-00 Validar contrato de listar livros"
"passed","Thu Oct 10 15:56:44 GMT 2024","Thu Oct 10 15:56:45 GMT 2024","696","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
"passed","Thu Oct 10 15:56:41 GMT 2024","Thu Oct 10 15:56:42 GMT 2024","779","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
"passed","Thu Oct 10 15:56:47 GMT 2024","Thu Oct 10 15:56:48 GMT 2024","536","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
"passed","Thu Oct 10 15:56:44 GMT 2024","Thu Oct 10 15:56:44 GMT 2024","427","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Thu Oct 10 15:56:36 GMT 2024","Thu Oct 10 15:56:41 GMT 2024","4523","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Thu Oct 10 15:56:02 GMT 2024","Thu Oct 10 15:56:06 GMT 2024","3817","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Thu Oct 10 15:56:42 GMT 2024","Thu Oct 10 15:56:43 GMT 2024","806","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
