"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Oct 21 21:53:21 GMT 2024","Mon Oct 21 21:53:21 GMT 2024","320","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Mon Oct 21 21:53:19 GMT 2024","Mon Oct 21 21:53:19 GMT 2024","332","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Mon Oct 21 21:53:21 GMT 2024","Mon Oct 21 21:53:22 GMT 2024","432","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
"passed","Mon Oct 21 21:53:23 GMT 2024","Mon Oct 21 21:53:23 GMT 2024","953","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarListarTodosLivrosComSucesso","testValidarListarTodosLivrosComSucesso()","CE-01 Validar listar todos os livros"
"passed","Mon Oct 21 21:53:17 GMT 2024","Mon Oct 21 21:53:17 GMT 2024","737","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
"passed","Mon Oct 21 21:53:18 GMT 2024","Mon Oct 21 21:53:18 GMT 2024","669","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
"passed","Mon Oct 21 21:53:20 GMT 2024","Mon Oct 21 21:53:21 GMT 2024","563","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Mon Oct 21 21:53:17 GMT 2024","Mon Oct 21 21:53:18 GMT 2024","356","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Mon Oct 21 21:53:18 GMT 2024","Mon Oct 21 21:53:19 GMT 2024","571","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
"passed","Mon Oct 21 21:53:22 GMT 2024","Mon Oct 21 21:53:22 GMT 2024","428","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
"passed","Mon Oct 21 21:53:13 GMT 2024","Mon Oct 21 21:53:17 GMT 2024","3867","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Mon Oct 21 21:53:21 GMT 2024","Mon Oct 21 21:53:21 GMT 2024","368","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Mon Oct 21 21:52:46 GMT 2024","Mon Oct 21 21:52:49 GMT 2024","3244","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Mon Oct 21 21:52:49 GMT 2024","Mon Oct 21 21:52:50 GMT 2024","950","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarContratoListBooks","testValidarContratoListBooks()","CE-00 Validar contrato de listar livros"
"passed","Mon Oct 21 21:53:19 GMT 2024","Mon Oct 21 21:53:20 GMT 2024","570","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
"passed","Mon Oct 21 21:53:22 GMT 2024","Mon Oct 21 21:53:23 GMT 2024","446","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
