"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Oct 01 17:51:48 GMT 2024","Tue Oct 01 17:51:49 GMT 2024","1268","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarListarTodosLivrosComSucesso","testValidarListarTodosLivrosComSucesso()","CE-01 Validar listar todos os livros"
"passed","Tue Oct 01 17:51:52 GMT 2024","Tue Oct 01 17:51:53 GMT 2024","740","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
"passed","Tue Oct 01 17:51:16 GMT 2024","Tue Oct 01 17:51:17 GMT 2024","711","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Tue Oct 01 17:51:11 GMT 2024","Tue Oct 01 17:51:16 GMT 2024","5455","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarContratoListBooks","testValidarContratoListBooks()","CE-00 Validar contrato de listar livros"
"passed","Tue Oct 01 17:51:54 GMT 2024","Tue Oct 01 17:51:54 GMT 2024","467","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Tue Oct 01 17:51:46 GMT 2024","Tue Oct 01 17:51:47 GMT 2024","593","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
"passed","Tue Oct 01 17:51:41 GMT 2024","Tue Oct 01 17:51:45 GMT 2024","3466","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Tue Oct 01 17:51:52 GMT 2024","Tue Oct 01 17:51:52 GMT 2024","469","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Tue Oct 01 17:51:53 GMT 2024","Tue Oct 01 17:51:54 GMT 2024","748","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Tue Oct 01 17:51:49 GMT 2024","Tue Oct 01 17:51:49 GMT 2024","476","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Tue Oct 01 17:51:51 GMT 2024","Tue Oct 01 17:51:52 GMT 2024","726","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
"passed","Tue Oct 01 17:51:49 GMT 2024","Tue Oct 01 17:51:50 GMT 2024","613","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
"passed","Tue Oct 01 17:51:47 GMT 2024","Tue Oct 01 17:51:48 GMT 2024","579","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
"passed","Tue Oct 01 17:51:50 GMT 2024","Tue Oct 01 17:51:50 GMT 2024","484","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Tue Oct 01 17:51:50 GMT 2024","Tue Oct 01 17:51:51 GMT 2024","724","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
"passed","Tue Oct 01 17:51:45 GMT 2024","Tue Oct 01 17:51:46 GMT 2024","1506","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
