"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 03 09:52:02 GMT 2024","Sun Nov 03 09:52:02 GMT 2024","383","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
"passed","Sun Nov 03 09:51:32 GMT 2024","Sun Nov 03 09:51:34 GMT 2024","1272","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarContratoListBooks","testValidarContratoListBooks()","CE-00 Validar contrato de listar livros"
"passed","Sun Nov 03 09:52:04 GMT 2024","Sun Nov 03 09:52:08 GMT 2024","4348","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
"passed","Sun Nov 03 09:51:59 GMT 2024","Sun Nov 03 09:52:00 GMT 2024","556","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
"passed","Sun Nov 03 09:52:09 GMT 2024","Sun Nov 03 09:52:10 GMT 2024","533","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Sun Nov 03 09:51:29 GMT 2024","Sun Nov 03 09:51:32 GMT 2024","3168","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Sun Nov 03 09:51:57 GMT 2024","Sun Nov 03 09:51:58 GMT 2024","294","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Sun Nov 03 09:51:59 GMT 2024","Sun Nov 03 09:51:59 GMT 2024","270","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Sun Nov 03 09:51:53 GMT 2024","Sun Nov 03 09:51:57 GMT 2024","3169","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Sun Nov 03 09:52:01 GMT 2024","Sun Nov 03 09:52:02 GMT 2024","382","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
"passed","Sun Nov 03 09:52:00 GMT 2024","Sun Nov 03 09:52:00 GMT 2024","574","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Sun Nov 03 09:52:10 GMT 2024","Sun Nov 03 09:52:12 GMT 2024","1927","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarListarTodosLivrosComSucesso","testValidarListarTodosLivrosComSucesso()","CE-01 Validar listar todos os livros"
"passed","Sun Nov 03 09:52:00 GMT 2024","Sun Nov 03 09:52:01 GMT 2024","273","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Sun Nov 03 09:52:01 GMT 2024","Sun Nov 03 09:52:01 GMT 2024","377","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
"passed","Sun Nov 03 09:51:58 GMT 2024","Sun Nov 03 09:51:58 GMT 2024","638","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
"passed","Sun Nov 03 09:52:08 GMT 2024","Sun Nov 03 09:52:09 GMT 2024","772","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
