"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 30 00:58:56 GMT 2024","Mon Sep 30 00:58:56 GMT 2024","280","","Endpoint de Registro","","org.restassured.bookstore.test.account.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Mon Sep 30 00:58:57 GMT 2024","Mon Sep 30 00:58:57 GMT 2024","520","","Endpoint de Login","","org.restassured.bookstore.test.account.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
"passed","Mon Sep 30 00:58:27 GMT 2024","Mon Sep 30 00:58:31 GMT 2024","4486","","Endpoint de Login","","org.restassured.bookstore.test.account.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Mon Sep 30 00:58:55 GMT 2024","Mon Sep 30 00:58:56 GMT 2024","391","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.account.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
"passed","Mon Sep 30 00:58:56 GMT 2024","Mon Sep 30 00:58:57 GMT 2024","268","","Endpoint de Registro","","org.restassured.bookstore.test.account.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Mon Sep 30 00:58:59 GMT 2024","Mon Sep 30 00:58:59 GMT 2024","258","","Endpoint de Login","","org.restassured.bookstore.test.account.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Mon Sep 30 00:59:06 GMT 2024","Mon Sep 30 00:59:12 GMT 2024","5914","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.account.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Mon Sep 30 00:58:58 GMT 2024","Mon Sep 30 00:58:58 GMT 2024","534","","Endpoint de Login","","org.restassured.bookstore.test.account.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
"passed","Mon Sep 30 00:58:58 GMT 2024","Mon Sep 30 00:58:59 GMT 2024","534","","Endpoint de Login","","org.restassured.bookstore.test.account.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Mon Sep 30 00:59:12 GMT 2024","Mon Sep 30 00:59:12 GMT 2024","616","","Endpoint de Registro","","org.restassured.bookstore.test.account.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
"passed","Mon Sep 30 00:59:12 GMT 2024","Mon Sep 30 00:59:13 GMT 2024","542","","Endpoint de Login","","org.restassured.bookstore.test.account.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
"passed","Mon Sep 30 00:58:53 GMT 2024","Mon Sep 30 00:58:55 GMT 2024","1263","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.account.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
"passed","Mon Sep 30 00:58:58 GMT 2024","Mon Sep 30 00:58:58 GMT 2024","256","","Endpoint de Login","","org.restassured.bookstore.test.account.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Mon Sep 30 00:58:55 GMT 2024","Mon Sep 30 00:58:55 GMT 2024","382","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.account.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
