"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Nov 03 21:53:14 GMT 2024","Sun Nov 03 21:53:14 GMT 2024","556","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Sun Nov 03 21:53:13 GMT 2024","Sun Nov 03 21:53:14 GMT 2024","483","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Sun Nov 03 21:53:16 GMT 2024","Sun Nov 03 21:53:16 GMT 2024","616","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
"passed","Sun Nov 03 21:53:11 GMT 2024","Sun Nov 03 21:53:12 GMT 2024","473","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Sun Nov 03 21:53:16 GMT 2024","Sun Nov 03 21:53:18 GMT 2024","1397","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarListarTodosLivrosComSucesso","testValidarListarTodosLivrosComSucesso()","CE-01 Validar listar todos os livros"
"passed","Sun Nov 03 21:53:09 GMT 2024","Sun Nov 03 21:53:10 GMT 2024","533","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Sun Nov 03 21:52:39 GMT 2024","Sun Nov 03 21:52:40 GMT 2024","981","","Endpoint de Listar todos os livros","","org.restassured.bookstore.test.BookTest","testValidarContratoListBooks","testValidarContratoListBooks()","CE-00 Validar contrato de listar livros"
"passed","Sun Nov 03 21:53:12 GMT 2024","Sun Nov 03 21:53:13 GMT 2024","737","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
"passed","Sun Nov 03 21:53:04 GMT 2024","Sun Nov 03 21:53:08 GMT 2024","3920","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Sun Nov 03 21:53:15 GMT 2024","Sun Nov 03 21:53:16 GMT 2024","669","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
"passed","Sun Nov 03 21:53:11 GMT 2024","Sun Nov 03 21:53:11 GMT 2024","771","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
"passed","Sun Nov 03 21:52:36 GMT 2024","Sun Nov 03 21:52:39 GMT 2024","3209","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Sun Nov 03 21:53:10 GMT 2024","Sun Nov 03 21:53:11 GMT 2024","949","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
"passed","Sun Nov 03 21:53:14 GMT 2024","Sun Nov 03 21:53:15 GMT 2024","632","","Endpoint de Checagem de Autorização","","org.restassured.bookstore.test.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
"passed","Sun Nov 03 21:53:13 GMT 2024","Sun Nov 03 21:53:13 GMT 2024","749","","Endpoint de Login","","org.restassured.bookstore.test.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Sun Nov 03 21:53:08 GMT 2024","Sun Nov 03 21:53:09 GMT 2024","890","","Endpoint de Registro","","org.restassured.bookstore.test.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
