"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 30 00:49:46 GMT 2024","Mon Sep 30 00:49:47 GMT 2024","678","","org.restassured.bookstore.test.account.SignupTest","","org.restassured.bookstore.test.account.SignupTest","testValidarRegistroComSucesso","testValidarRegistroComSucesso()","CE-01 Validar registro com credenciais válidas"
"passed","Mon Sep 30 00:49:39 GMT 2024","Mon Sep 30 00:49:39 GMT 2024","266","","org.restassured.bookstore.test.account.LoginTest","","org.restassured.bookstore.test.account.LoginTest","testLoginComUsernameVazio","testLoginComUsernameVazio()","CE-05 Tentar login com campo username vazio"
"passed","Mon Sep 30 00:49:09 GMT 2024","Mon Sep 30 00:49:12 GMT 2024","3166","","org.restassured.bookstore.test.account.LoginTest","","org.restassured.bookstore.test.account.LoginTest","testValidarContratoLogin","testValidarContratoLogin()","CE-00 Validar contrato de login"
"passed","Mon Sep 30 00:49:34 GMT 2024","Mon Sep 30 00:49:35 GMT 2024","1120","","org.restassured.bookstore.test.account.CheckAuthorizationTest","","org.restassured.bookstore.test.account.CheckAuthorizationTest","testChecarAutorizacaoDadosInvalidos","testChecarAutorizacaoDadosInvalidos()","CE-02 Tentar checar autorização com username e senha inválidos"
"passed","Mon Sep 30 00:49:35 GMT 2024","Mon Sep 30 00:49:36 GMT 2024","396","","org.restassured.bookstore.test.account.CheckAuthorizationTest","","org.restassured.bookstore.test.account.CheckAuthorizationTest","testChecarAutorizacaoPasswordInvalido","testChecarAutorizacaoPasswordInvalido()","CE-04 Tentar checar autorização com senha inválida"
"passed","Mon Sep 30 00:49:36 GMT 2024","Mon Sep 30 00:49:36 GMT 2024","295","","org.restassured.bookstore.test.account.SignupTest","","org.restassured.bookstore.test.account.SignupTest","testRegistroComUsernameVazio","testRegistroComUsernameVazio()","CE-02 Tentar registro com campo username vazio"
"passed","Mon Sep 30 00:49:41 GMT 2024","Mon Sep 30 00:49:46 GMT 2024","5041","","org.restassured.bookstore.test.account.CheckAuthorizationTest","","org.restassured.bookstore.test.account.CheckAuthorizationTest","testValidarChecagemAutorizacaoComSucesso","testValidarChecagemAutorizacaoComSucesso()","CE-01 Validar checagem de autorização com credenciais válidas"
"passed","Mon Sep 30 00:49:39 GMT 2024","Mon Sep 30 00:49:39 GMT 2024","537","","org.restassured.bookstore.test.account.LoginTest","","org.restassured.bookstore.test.account.LoginTest","testLoginComDadosInvalidos","testLoginComDadosInvalidos()","CE-02 Tentar login com username e senha inválidos"
"passed","Mon Sep 30 00:49:38 GMT 2024","Mon Sep 30 00:49:39 GMT 2024","507","","org.restassured.bookstore.test.account.LoginTest","","org.restassured.bookstore.test.account.LoginTest","testLoginComSenhaInvalida","testLoginComSenhaInvalida()","CE-03 Tentar login com senha inválida"
"passed","Mon Sep 30 00:49:47 GMT 2024","Mon Sep 30 00:49:47 GMT 2024","599","","org.restassured.bookstore.test.account.LoginTest","","org.restassured.bookstore.test.account.LoginTest","testValidarLoginComSucesso","testValidarLoginComSucesso()","CE-01 Validar login com credenciais válidas"
"passed","Mon Sep 30 00:49:38 GMT 2024","Mon Sep 30 00:49:38 GMT 2024","270","","org.restassured.bookstore.test.account.LoginTest","","org.restassured.bookstore.test.account.LoginTest","testLoginComSenhaVazio","testLoginComSenhaVazio()","CE-06 Tentar login com campo senha vazio"
"passed","Mon Sep 30 00:49:37 GMT 2024","Mon Sep 30 00:49:37 GMT 2024","542","","org.restassured.bookstore.test.account.LoginTest","","org.restassured.bookstore.test.account.LoginTest","testLoginComUsernameInvalida","testLoginComUsernameInvalida()","CE-04 Tentar login com username inválido"
"passed","Mon Sep 30 00:49:37 GMT 2024","Mon Sep 30 00:49:37 GMT 2024","277","","org.restassured.bookstore.test.account.SignupTest","","org.restassured.bookstore.test.account.SignupTest","testRegistroComSenhaVazia","testRegistroComSenhaVazia()","CE-03 Tentar registro com campo senha vazio"
"passed","Mon Sep 30 00:49:35 GMT 2024","Mon Sep 30 00:49:35 GMT 2024","416","","org.restassured.bookstore.test.account.CheckAuthorizationTest","","org.restassured.bookstore.test.account.CheckAuthorizationTest","testChecarAutorizacaoUsernameInvalido","testChecarAutorizacaoUsernameInvalido()","CE-03 Tentar checar autorização com username inválido"
